CC(C)Nc1ncnc2oc(c3ccc(OCCN4CCCC4)cc3)c(c5ccccc5)c12,C(CN1CCNCC1)Nc2ncnc3oc(c4ccc(OCCN5CCCC5)cc4)c(c6ccccc6)c23,CHEMBL247866,CHEMBL247468,[*:1]C(C)C>>[*:1]CCN1CCNCC1,[*:1]Nc1ncnc2oc(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccccc3)c21
CC1CCC(CC1)N(C)c2ncnc3[nH]ccc23,CC1CCCCC1N(C)c2ncnc3[nH]ccc23,CHEMBL1630772,CHEMBL1630773,[*:1]C1CCC(C)CC1>>[*:1]C1CCCCC1C,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCC(CC1)N(C)c2ncnc3[nH]ccc23,CC1CCCC(C1)N(C)c2ncnc3[nH]ccc23,CHEMBL1630772,CHEMBL1630765,[*:1]C1CCC(C)CC1>>[*:1]C1CCCC(C)C1,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCC(CC1)N(C)c2ncnc3[nH]ccc23,CN(C1CCCCC1(C)C)c2ncnc3[nH]ccc23,CHEMBL1630772,CHEMBL1630778,[*:1]C1CCC(C)CC1>>[*:1]C1CCCCC1(C)C,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCC(CC1)N(C)c2ncnc3[nH]ccc23,CN(C1CCCC1)c2ncnc3[nH]ccc23,CHEMBL1630772,CHEMBL1630769,[*:1]C1CCC(C)CC1>>[*:1]C1CCCC1,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCC(CC1)N(C)c2ncnc3[nH]ccc23,CC1CCC(C)C(C1)N(C)c2ncnc3[nH]ccc23,CHEMBL1630772,CHEMBL1630774,[*:1]C1CCC(C)CC1>>[*:1]C1CC(C)CCC1C,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCC(CC1)N(C)c2ncnc3[nH]ccc23,COC1CCCCC1N(C)c2ncnc3[nH]ccc23,CHEMBL1630772,CHEMBL1630779,[*:1]C1CCC(C)CC1>>[*:1]C1CCCCC1OC,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCC(CC1)N(C)c2ncnc3[nH]ccc23,CC1CC[C@@H](C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=C)C,CHEMBL1630772,CHEMBL1630781,[*:1]C1CCC(C)CC1>>[*:1][C@@H]1C[C@@H](C(=C)C)CCC1C,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCCCC1N(C)c2ncnc3[nH]ccc23,CC1CCCC(C1)N(C)c2ncnc3[nH]ccc23,CHEMBL1630773,CHEMBL1630765,[*:1]C1CCCCC1C>>[*:1]C1CCCC(C)C1,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCCCC1N(C)c2ncnc3[nH]ccc23,CN(C1CCCCC1(C)C)c2ncnc3[nH]ccc23,CHEMBL1630773,CHEMBL1630778,[*:1]C1CCCCC1C>>[*:1]C1CCCCC1(C)C,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCCCC1N(C)c2ncnc3[nH]ccc23,CN(C1CCCC1)c2ncnc3[nH]ccc23,CHEMBL1630773,CHEMBL1630769,[*:1]C1CCCCC1C>>[*:1]C1CCCC1,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCCCC1N(C)c2ncnc3[nH]ccc23,CC1CCC(C)C(C1)N(C)c2ncnc3[nH]ccc23,CHEMBL1630773,CHEMBL1630774,[*:1]C1CCCCC1C>>[*:1]C1CC(C)CCC1C,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCCCC1N(C)c2ncnc3[nH]ccc23,COC1CCCCC1N(C)c2ncnc3[nH]ccc23,CHEMBL1630773,CHEMBL1630779,[*:1]C1CCCCC1C>>[*:1]C1CCCCC1OC,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCCCC1N(C)c2ncnc3[nH]ccc23,CC1CC[C@@H](C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=C)C,CHEMBL1630773,CHEMBL1630781,[*:1]C1CCCCC1C>>[*:1][C@@H]1C[C@@H](C(=C)C)CCC1C,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCCC(C1)N(C)c2ncnc3[nH]ccc23,CN(C1CCCCC1(C)C)c2ncnc3[nH]ccc23,CHEMBL1630765,CHEMBL1630778,[*:1]C1CCCC(C)C1>>[*:1]C1CCCCC1(C)C,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCCC(C1)N(C)c2ncnc3[nH]ccc23,CN(C1CCCC1)c2ncnc3[nH]ccc23,CHEMBL1630765,CHEMBL1630769,[*:1]C1CCCC(C)C1>>[*:1]C1CCCC1,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCCC(C1)N(C)c2ncnc3[nH]ccc23,CC1CCC(C)C(C1)N(C)c2ncnc3[nH]ccc23,CHEMBL1630765,CHEMBL1630774,[*:1]C1CCCC(C)C1>>[*:1]C1CC(C)CCC1C,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCCC(C1)N(C)c2ncnc3[nH]ccc23,COC1CCCCC1N(C)c2ncnc3[nH]ccc23,CHEMBL1630765,CHEMBL1630779,[*:1]C1CCCC(C)C1>>[*:1]C1CCCCC1OC,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCCC(C1)N(C)c2ncnc3[nH]ccc23,CC1CC[C@@H](C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=C)C,CHEMBL1630765,CHEMBL1630781,[*:1]C1CCCC(C)C1>>[*:1][C@@H]1C[C@@H](C(=C)C)CCC1C,[*:1]N(C)c1ncnc2[nH]ccc21
CN(C1CCCCC1(C)C)c2ncnc3[nH]ccc23,CN(C1CCCC1)c2ncnc3[nH]ccc23,CHEMBL1630778,CHEMBL1630769,[*:1]C1CCCCC1(C)C>>[*:1]C1CCCC1,[*:1]N(C)c1ncnc2[nH]ccc21
CN(C1CCCCC1(C)C)c2ncnc3[nH]ccc23,CC1CCC(C)C(C1)N(C)c2ncnc3[nH]ccc23,CHEMBL1630778,CHEMBL1630774,[*:1]C1CCCCC1(C)C>>[*:1]C1CC(C)CCC1C,[*:1]N(C)c1ncnc2[nH]ccc21
CN(C1CCCCC1(C)C)c2ncnc3[nH]ccc23,COC1CCCCC1N(C)c2ncnc3[nH]ccc23,CHEMBL1630778,CHEMBL1630779,[*:1]C1CCCCC1(C)C>>[*:1]C1CCCCC1OC,[*:1]N(C)c1ncnc2[nH]ccc21
CN(C1CCCCC1(C)C)c2ncnc3[nH]ccc23,CC1CC[C@@H](C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=C)C,CHEMBL1630778,CHEMBL1630781,[*:1]C1CCCCC1(C)C>>[*:1][C@@H]1C[C@@H](C(=C)C)CCC1C,[*:1]N(C)c1ncnc2[nH]ccc21
CN(C1CCCC1)c2ncnc3[nH]ccc23,CC1CCC(C)C(C1)N(C)c2ncnc3[nH]ccc23,CHEMBL1630769,CHEMBL1630774,[*:1]C1CCCC1>>[*:1]C1CC(C)CCC1C,[*:1]N(C)c1ncnc2[nH]ccc21
CN(C1CCCC1)c2ncnc3[nH]ccc23,COC1CCCCC1N(C)c2ncnc3[nH]ccc23,CHEMBL1630769,CHEMBL1630779,[*:1]C1CCCC1>>[*:1]C1CCCCC1OC,[*:1]N(C)c1ncnc2[nH]ccc21
CN(C1CCCC1)c2ncnc3[nH]ccc23,CC1CC[C@@H](C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=C)C,CHEMBL1630769,CHEMBL1630781,[*:1]C1CCCC1>>[*:1][C@@H]1C[C@@H](C(=C)C)CCC1C,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCC(C)C(C1)N(C)c2ncnc3[nH]ccc23,COC1CCCCC1N(C)c2ncnc3[nH]ccc23,CHEMBL1630774,CHEMBL1630779,[*:1]C1CC(C)CCC1C>>[*:1]C1CCCCC1OC,[*:1]N(C)c1ncnc2[nH]ccc21
CC1CCC(C)C(C1)N(C)c2ncnc3[nH]ccc23,CC1CC[C@@H](C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=C)C,CHEMBL1630774,CHEMBL1630781,[*:1]C1CC(C)CCC1C>>[*:1][C@@H]1C[C@@H](C(=C)C)CCC1C,[*:1]N(C)c1ncnc2[nH]ccc21
COC1CCCCC1N(C)c2ncnc3[nH]ccc23,CC1CC[C@@H](C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=C)C,CHEMBL1630779,CHEMBL1630781,[*:1]C1CCCCC1OC>>[*:1][C@@H]1C[C@@H](C(=C)C)CCC1C,[*:1]N(C)c1ncnc2[nH]ccc21
CS(=O)(=O)c1ccc(cc1)c2cccn3nc(Nc4cccc(c4)N5CCOCC5)nc23,CS(=O)(=O)c1ccc(cc1)c2cccn3nc(Nc4ccc(cc4)N5CCOCC5)nc23,CHEMBL2062802,CHEMBL2062803,[*:1]c1cccc([*:2])c1>>[*:1]c1ccc([*:2])cc1,[*:1]Nc1nc2c(-c3ccc(S(C)(=O)=O)cc3)cccn2n1.[*:2]N1CCOCC1
COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CC(=O)N5CCS(=O)(=O)CC5)cc4)c3n2,COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CN5CCOCC5)cc4)c3n2,CHEMBL1093468,CHEMBL1092588,[*:1]C(=O)N1CCS(=O)(=O)CC1>>[*:1]N1CCOCC1,[*:1]Cc1ccc(-c2cccc3ncc(-c4cc(OC)c(OC)c(OC)c4)nc32)cc1
COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CC(=O)N5CCS(=O)(=O)CC5)cc4)c3n2,COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CC(=O)N5CCOCC5)cc4)c3n2,CHEMBL1093468,CHEMBL1093191,[*:1]C(=O)N1CCS(=O)(=O)CC1>>[*:1]C(=O)N1CCOCC1,[*:1]Cc1ccc(-c2cccc3ncc(-c4cc(OC)c(OC)c(OC)c4)nc32)cc1
COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CC(=O)N5CCS(=O)(=O)CC5)cc4)c3n2,COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CN5CCS(=O)(=O)CC5)cc4)c3n2,CHEMBL1093468,CHEMBL1089833,[*:1]C(=O)N1CCS(=O)(=O)CC1>>[*:1]N1CCS(=O)(=O)CC1,[*:1]Cc1ccc(-c2cccc3ncc(-c4cc(OC)c(OC)c(OC)c4)nc32)cc1
COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CN5CCOCC5)cc4)c3n2,COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CC(=O)N5CCOCC5)cc4)c3n2,CHEMBL1092588,CHEMBL1093191,[*:1]N1CCOCC1>>[*:1]C(=O)N1CCOCC1,[*:1]Cc1ccc(-c2cccc3ncc(-c4cc(OC)c(OC)c(OC)c4)nc32)cc1
COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CN5CCOCC5)cc4)c3n2,COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CN5CCS(=O)(=O)CC5)cc4)c3n2,CHEMBL1092588,CHEMBL1089833,[*:1]N1CCOCC1>>[*:1]N1CCS(=O)(=O)CC1,[*:1]Cc1ccc(-c2cccc3ncc(-c4cc(OC)c(OC)c(OC)c4)nc32)cc1
COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CC(=O)N5CCOCC5)cc4)c3n2,COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(CN5CCS(=O)(=O)CC5)cc4)c3n2,CHEMBL1093191,CHEMBL1089833,[*:1]C(=O)N1CCOCC1>>[*:1]N1CCS(=O)(=O)CC1,[*:1]Cc1ccc(-c2cccc3ncc(-c4cc(OC)c(OC)c(OC)c4)nc32)cc1
FC(F)(F)c1cc(Nc2nccc(n2)c3ccc(cc3)C(=O)NCC#N)ccc1N4CCOCC4,Fc1cc(Nc2nccc(n2)c3ccc(cc3)C(=O)NCC#N)ccc1N4CCOCC4,CHEMBL1079121,CHEMBL1078228,[*:1]c1ccc([*:2])c(C([*:3])(F)F)c1>>[*:1]c1ccc([*:2])c([*:3])c1,[*:3]F.[*:1]Nc1nccc(-c2ccc(C(=O)NCC#N)cc2)n1.[*:2]N1CCOCC1
Cn1nc(c2cnc3[nH]cc(C(=O)N[C@@H](C(=O)N4CC(C4)C#N)C(C)(C)C)c3n2)c5ccc(Cl)cc15,CC[C@@H](NC(=O)c1c[nH]c2ncc(nc12)c3nn(C)c4cc(Cl)ccc34)C(=O)N5CC(C5)C#N,CHEMBL2376155,CHEMBL2376153,[*:1]C([*:2])(C)C>>[*:1]C[*:2],[*:1]C.[*:2][C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)ccc43)nc12)C(=O)N1CC(C#N)C1
CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)c(cc2F)C#N)n[nH]1,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(F)cc1C#N)c3ccc(F)cc3,CHEMBL1774054,CHEMBL1774055,[*:1]Nc1cc(OC([*:2])C)[nH]n1>>[*:1]Nc1cc([*:2])[nH]n1,[*:2]C.[*:1]c1nc(N[C@@H](C)c2ccc(F)cc2)c(C#N)cc1F
CC(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,CS(=O)(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,CHEMBL1077458,CHEMBL1079077,[*:1]C(=O)Nc1ccc([*:2])cc1>>[*:2]c1ccc(NS([*:1])(=O)=O)cc1,[*:1]C.[*:2]c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1
CC(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,COc1cc(ccc1O)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,CHEMBL1077458,CHEMBL1078274,[*:1]C(=O)Nc1ccc([*:2])cc1>>[*:1]Oc1cc([*:2])ccc1O,[*:1]C.[*:2]c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1
CS(=O)(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,COc1cc(ccc1O)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,CHEMBL1079077,CHEMBL1078274,[*:1]c1ccc(NS([*:2])(=O)=O)cc1>>[*:2]Oc1cc([*:1])ccc1O,[*:2]C.[*:1]c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1
C[C@H](Oc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ccc(F)cn4,C[C@H](Oc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cn4,CHEMBL2381982,CHEMBL2381980,[*:1]O[C@@H](C)c1ccc(F)cn1>>[*:1]O[C@@H](C)c1ncc(F)cn1,[*:1]c1nc(Nc2cc(C)[nH]n2)nc(N2CCOCC2)c1F
C[C@H](Oc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ccc(F)cn4,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ccc(F)cn4,CHEMBL2381982,CHEMBL2381981,[*:1]O[C@@H](C)c1ccc(F)cn1>>[*:1]N[C@@H](C)c1ccc(F)cn1,[*:1]c1nc(Nc2cc(C)[nH]n2)nc(N2CCOCC2)c1F
C[C@H](Oc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ccc(F)cn4,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cn4,CHEMBL2381982,CHEMBL2381979,[*:1]O[C@@H](C)c1ccc(F)cn1>>[*:1]N[C@@H](C)c1ncc(F)cn1,[*:1]c1nc(Nc2cc(C)[nH]n2)nc(N2CCOCC2)c1F
C[C@H](Oc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cn4,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ccc(F)cn4,CHEMBL2381980,CHEMBL2381981,[*:1]O[C@@H](C)c1ncc(F)cn1>>[*:1]N[C@@H](C)c1ccc(F)cn1,[*:1]c1nc(Nc2cc(C)[nH]n2)nc(N2CCOCC2)c1F
C[C@H](Oc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cn4,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cn4,CHEMBL2381980,CHEMBL2381979,[*:1]O[C@@H](C)c1ncc(F)cn1>>[*:1]N[C@@H](C)c1ncc(F)cn1,[*:1]c1nc(Nc2cc(C)[nH]n2)nc(N2CCOCC2)c1F
C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ccc(F)cn4,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cn4,CHEMBL2381981,CHEMBL2381979,[*:1]N[C@@H](C)c1ccc(F)cn1>>[*:1]N[C@@H](C)c1ncc(F)cn1,[*:1]c1nc(Nc2cc(C)[nH]n2)nc(N2CCOCC2)c1F
O=C1NC=Nc2[nH]c(cc12)c3ccnc(\C=C\c4ccc(CN5CCOCC5)cc4)c3,CN(C)CCOc1ccc(\C=C\c2cc(ccn2)c3cc4C(=O)NC=Nc4[nH]3)cc1,CHEMBL461139,CHEMBL461140,[*:1]CN1CCOCC1>>[*:1]OCCN(C)C,[*:1]c1ccc(/C=C/c2cc(-c3cc4c(nc[nH]c4=O)[nH]3)ccn2)cc1
C[C@@H](Oc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3,C[C@@H](Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3,CHEMBL571526,CHEMBL570230,[*:1]Nc1nc(O[*:2])c(C#N)nc1[*:3]>>[*:1]Nc1nc(N[*:2])c(C#N)nc1[*:3],[*:3]C.[*:1]c1cc(C)[nH]n1.[*:2][C@@H](C)c1ccc(F)cn1
C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ccc(F)cn4,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cc4F,CHEMBL2381981,CHEMBL2381983,[*:1]c1ccc(F)cn1>>[*:1]c1ncc(F)cc1F,[*:1][C@H](C)Nc1nc(Nc2cc(C)[nH]n2)nc(N2CCOCC2)c1F
C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ccc(F)cn4,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cn4,CHEMBL2381981,CHEMBL2381979,[*:1]c1ccc(F)cn1>>[*:1]c1ncc(F)cn1,[*:1][C@H](C)Nc1nc(Nc2cc(C)[nH]n2)nc(N2CCOCC2)c1F
C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ccc(F)cn4,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cc4F,CHEMBL2381981,CHEMBL2381983,[*:1]c1ccc(F)cn1>>[*:1]c1ncc(F)cc1F,[*:1][C@H](C)Nc1nc(Nc2cc(C)[nH]n2)nc(N2CCOCC2)c1F
C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cc4F,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cn4,CHEMBL2381983,CHEMBL2381979,[*:1]c1ncc(F)cc1F>>[*:1]c1ncc(F)cn1,[*:1][C@H](C)Nc1nc(Nc2cc(C)[nH]n2)nc(N2CCOCC2)c1F
C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cn4,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cc4F,CHEMBL2381979,CHEMBL2381983,[*:1]c1ncc(F)cn1>>[*:1]c1ncc(F)cc1F,[*:1][C@H](C)Nc1nc(Nc2cc(C)[nH]n2)nc(N2CCOCC2)c1F
Fc1ccc(\C=C\2/C(=O)Nc3ccc(cc23)C(=O)c4cccs4)cc1,CS(=O)(=O)c1ccc(\C=C\2/C(=O)Nc3ccc(cc23)C(=O)c4cccs4)cc1,CHEMBL107273,CHEMBL104640,[*:1]c1ccc(F)cc1>>[*:1]c1ccc(S(C)(=O)=O)cc1,[*:1]/C=C1\C(=O)Nc2ccc(C(=O)c3cccs3)cc21
Fc1ccc(\C=C\2/C(=O)Nc3ccc(cc23)C(=O)c4cccs4)cc1,CC(=O)Nc1ccc(\C=C\2/C(=O)Nc3ccc(cc23)C(=O)c4cccs4)cc1,CHEMBL107273,CHEMBL104062,[*:1]c1ccc(F)cc1>>[*:1]c1ccc(NC(C)=O)cc1,[*:1]/C=C1\C(=O)Nc2ccc(C(=O)c3cccs3)cc21
Fc1ccc(\C=C\2/C(=O)Nc3ccc(cc23)C(=O)c4cccs4)cc1,CN(C)c1ccc(\C=C\2/C(=O)Nc3ccc(cc23)C(=O)c4cccs4)cc1,CHEMBL107273,CHEMBL105255,[*:1]c1ccc(F)cc1>>[*:1]c1ccc(N(C)C)cc1,[*:1]/C=C1\C(=O)Nc2ccc(C(=O)c3cccs3)cc21
CS(=O)(=O)c1ccc(\C=C\2/C(=O)Nc3ccc(cc23)C(=O)c4cccs4)cc1,CC(=O)Nc1ccc(\C=C\2/C(=O)Nc3ccc(cc23)C(=O)c4cccs4)cc1,CHEMBL104640,CHEMBL104062,[*:1]c1ccc(S(C)(=O)=O)cc1>>[*:1]c1ccc(NC(C)=O)cc1,[*:1]/C=C1\C(=O)Nc2ccc(C(=O)c3cccs3)cc21
CS(=O)(=O)c1ccc(\C=C\2/C(=O)Nc3ccc(cc23)C(=O)c4cccs4)cc1,CN(C)c1ccc(\C=C\2/C(=O)Nc3ccc(cc23)C(=O)c4cccs4)cc1,CHEMBL104640,CHEMBL105255,[*:1]c1ccc(S(C)(=O)=O)cc1>>[*:1]c1ccc(N(C)C)cc1,[*:1]/C=C1\C(=O)Nc2ccc(C(=O)c3cccs3)cc21
CC(=O)Nc1ccc(\C=C\2/C(=O)Nc3ccc(cc23)C(=O)c4cccs4)cc1,CN(C)c1ccc(\C=C\2/C(=O)Nc3ccc(cc23)C(=O)c4cccs4)cc1,CHEMBL104062,CHEMBL105255,[*:1]c1ccc(NC(C)=O)cc1>>[*:1]c1ccc(N(C)C)cc1,[*:1]/C=C1\C(=O)Nc2ccc(C(=O)c3cccs3)cc21
CNc1ncc(C(=O)Nc2cc(ccc2C)C(=O)Nc3cccc(c3F)C(F)(F)F)c(OC)n1,CNc1ncc(C(=O)Nc2cc(ccc2C)C(=O)Nc3cccc(c3F)C(F)(F)F)c(NC)n1,CHEMBL255533,CHEMBL269936,[*:1]Oc1nc([*:2])ncc1[*:3]>>[*:1]Nc1ncc([*:3])c([*:2])n1,[*:1]C.[*:2]NC.[*:3]C(=O)Nc1cc(C(=O)Nc2cccc(C(F)(F)F)c2F)ccc1C
CNc1ncc(C(=O)Nc2cc(ccc2C)C(=O)Nc3cccc(c3F)C(F)(F)F)c(OC)n1,CNc1ncc(C(=O)Nc2cc(ccc2C)C(=O)Nc3cccc(c3F)C(F)(F)F)c(NC)n1,CHEMBL255533,CHEMBL269936,[*:1]Oc1nc([*:2])ncc1[*:3]>>[*:1]Nc1nc([*:2])ncc1[*:3],[*:1]C.[*:2]NC.[*:3]C(=O)Nc1cc(C(=O)Nc2cccc(C(F)(F)F)c2F)ccc1C
CNc1ncc(C(=O)Nc2cc(ccc2C)C(=O)Nc3cccc(c3C)C(F)(F)F)c(OC)n1,CNc1ncc(C(=O)Nc2cc(ccc2C)C(=O)Nc3cccc(c3F)C(F)(F)F)c(OC)n1,CHEMBL271101,CHEMBL255533,[*:1]C>>[*:1]F,[*:1]c1c(NC(=O)c2ccc(C)c(NC(=O)c3cnc(NC)nc3OC)c2)cccc1C(F)(F)F
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL583895,CHEMBL584944,[*:1]N[C@@H]([*:2])C>>[*:1]N[C@@H]([*:2])CCC,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,Nc1nn2cccnc2c1c3cc(OCc4ccc(F)cc4)ncn3,CHEMBL583895,CHEMBL568815,[*:1]N[C@@H]([*:2])C>>[*:2]CO[*:1],[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CHEMBL583895,CHEMBL582808,[*:1]N[C@@H]([*:2])C>>[*:2]C1CCCN1[*:1],[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,Nc1nn2cccnc2c1c3cc(NCc4ccc(F)cc4)ncn3,CHEMBL583895,CHEMBL570686,[*:1]N[C@@H]([*:2])C>>[*:2]CN[*:1],[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL583895,CHEMBL569966,[*:1]N[C@@H]([*:2])C>>[*:1]N[C@@H]([*:2])CC,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL583895,CHEMBL570217,[*:1]N[C@@H]([*:2])C>>[*:1]N[C@@H]([*:2])C(C)C,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CHEMBL583895,CHEMBL582808,[*:1]N[C@@H]([*:2])C>>[*:2]C1CCCN1[*:1],[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL583895,CHEMBL569966,[*:1]N[C@@H]([*:2])C>>[*:1]N[C@@H]([*:2])CC,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL583895,CHEMBL584944,[*:1]N[C@@H]([*:2])C>>[*:1]N[C@@H]([*:2])CCC,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
