CC(C)Nc1ncnc2oc(c3ccc(OCCN4CCCC4)cc3)c(c5ccccc5)c12,C(CN1CCNCC1)Nc2ncnc3oc(c4ccc(OCCN5CCCC5)cc4)c(c6ccccc6)c23,CHEMBL247866,CHEMBL247468,[*:1]C(C)C>>[*:1]CCN1CCNCC1,[*:1]Nc1ncnc2oc(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccccc3)c21
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL583895,CHEMBL570217,[*:1]N[C@@H]([*:2])C>>[*:1]N[C@@H]([*:2])C(C)C,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,Nc1nn2cccnc2c1c3cc(OCc4ccc(F)cc4)ncn3,CHEMBL584944,CHEMBL568815,[*:1]N[C@@H]([*:2])CCC>>[*:2]CO[*:1],[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CHEMBL584944,CHEMBL582808,[*:1]N[C@@H]([*:2])CCC>>[*:2]C1CCCN1[*:1],[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,Nc1nn2cccnc2c1c3cc(NCc4ccc(F)cc4)ncn3,CHEMBL584944,CHEMBL570686,[*:1]N[C@@H]([*:2])CCC>>[*:2]CN[*:1],[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL584944,CHEMBL583895,[*:1]N[C@@H]([*:2])CCC>>[*:1]N[C@@H]([*:2])C,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL584944,CHEMBL569966,[*:1]N[C@@H]([*:2])CCC>>[*:1]N[C@@H]([*:2])CC,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL584944,CHEMBL570217,[*:1]N[C@@H]([*:2])CCC>>[*:1]N[C@@H]([*:2])C(C)C,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CHEMBL584944,CHEMBL582808,[*:1]N[C@@H]([*:2])CCC>>[*:2]C1CCCN1[*:1],[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL584944,CHEMBL569966,[*:1]N[C@@H]([*:2])CCC>>[*:1]N[C@@H]([*:2])CC,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL584944,CHEMBL570217,[*:1]N[C@@H]([*:2])CCC>>[*:1]N[C@@H]([*:2])C(C)C,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(OCc4ccc(F)cc4)ncn3,Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CHEMBL568815,CHEMBL582808,[*:1]CO[*:2]>>[*:1]C1CCCN1[*:2],[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(OCc4ccc(F)cc4)ncn3,Nc1nn2cccnc2c1c3cc(NCc4ccc(F)cc4)ncn3,CHEMBL568815,CHEMBL570686,[*:1]CO[*:2]>>[*:1]CN[*:2],[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(OCc4ccc(F)cc4)ncn3,C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL568815,CHEMBL583895,[*:1]CO[*:2]>>[*:2]N[C@@H]([*:1])C,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(OCc4ccc(F)cc4)ncn3,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL568815,CHEMBL569966,[*:1]CO[*:2]>>[*:2]N[C@@H]([*:1])CC,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(OCc4ccc(F)cc4)ncn3,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL568815,CHEMBL570217,[*:1]CO[*:2]>>[*:2]N[C@@H]([*:1])C(C)C,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(OCc4ccc(F)cc4)ncn3,Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CHEMBL568815,CHEMBL582808,[*:1]CO[*:2]>>[*:1]C1CCCN1[*:2],[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(OCc4ccc(F)cc4)ncn3,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL568815,CHEMBL569966,[*:1]CO[*:2]>>[*:2]N[C@@H]([*:1])CC,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(OCc4ccc(F)cc4)ncn3,CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL568815,CHEMBL584944,[*:1]CO[*:2]>>[*:2]N[C@@H]([*:1])CCC,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(OCc4ccc(F)cc4)ncn3,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL568815,CHEMBL570217,[*:1]CO[*:2]>>[*:2]N[C@@H]([*:1])C(C)C,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,Nc1nn2cccnc2c1c3cc(NCc4ccc(F)cc4)ncn3,CHEMBL582808,CHEMBL570686,[*:1]C1CCCN1[*:2]>>[*:1]CN[*:2],[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL582808,CHEMBL583895,[*:1]C1CCCN1[*:2]>>[*:2]N[C@@H]([*:1])C,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL582808,CHEMBL569966,[*:1]C1CCCN1[*:2]>>[*:2]N[C@@H]([*:1])CC,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL582808,CHEMBL570217,[*:1]C1CCCN1[*:2]>>[*:2]N[C@@H]([*:1])C(C)C,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL582808,CHEMBL569966,[*:1]C1CCCN1[*:2]>>[*:2]N[C@@H]([*:1])CC,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL582808,CHEMBL584944,[*:1]C1CCCN1[*:2]>>[*:2]N[C@@H]([*:1])CCC,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL582808,CHEMBL570217,[*:1]C1CCCN1[*:2]>>[*:2]N[C@@H]([*:1])C(C)C,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(NCc4ccc(F)cc4)ncn3,C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL570686,CHEMBL583895,[*:1]CN[*:2]>>[*:2]N[C@@H]([*:1])C,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(NCc4ccc(F)cc4)ncn3,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL570686,CHEMBL569966,[*:1]CN[*:2]>>[*:2]N[C@@H]([*:1])CC,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(NCc4ccc(F)cc4)ncn3,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL570686,CHEMBL570217,[*:1]CN[*:2]>>[*:2]N[C@@H]([*:1])C(C)C,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(NCc4ccc(F)cc4)ncn3,Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CHEMBL570686,CHEMBL582808,[*:1]CN[*:2]>>[*:1]C1CCCN1[*:2],[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(NCc4ccc(F)cc4)ncn3,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL570686,CHEMBL569966,[*:1]CN[*:2]>>[*:2]N[C@@H]([*:1])CC,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(NCc4ccc(F)cc4)ncn3,CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL570686,CHEMBL584944,[*:1]CN[*:2]>>[*:2]N[C@@H]([*:1])CCC,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(NCc4ccc(F)cc4)ncn3,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL570686,CHEMBL570217,[*:1]CN[*:2]>>[*:2]N[C@@H]([*:1])C(C)C,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL583895,CHEMBL569966,[*:1]N[C@@H]([*:2])C>>[*:1]N[C@@H]([*:2])CC,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL583895,CHEMBL570217,[*:1]N[C@@H]([*:2])C>>[*:1]N[C@@H]([*:2])C(C)C,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CHEMBL583895,CHEMBL582808,[*:1]N[C@@H]([*:2])C>>[*:2]C1CCCN1[*:1],[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL583895,CHEMBL569966,[*:1]N[C@@H]([*:2])C>>[*:1]N[C@@H]([*:2])CC,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL583895,CHEMBL584944,[*:1]N[C@@H]([*:2])C>>[*:1]N[C@@H]([*:2])CCC,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL583895,CHEMBL570217,[*:1]N[C@@H]([*:2])C>>[*:1]N[C@@H]([*:2])C(C)C,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL569966,CHEMBL570217,[*:1]N[C@@H]([*:2])CC>>[*:1]N[C@@H]([*:2])C(C)C,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CHEMBL569966,CHEMBL582808,[*:1]N[C@@H]([*:2])CC>>[*:2]C1CCCN1[*:1],[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL569966,CHEMBL584944,[*:1]N[C@@H]([*:2])CC>>[*:1]N[C@@H]([*:2])CCC,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL569966,CHEMBL570217,[*:1]N[C@@H]([*:2])CC>>[*:1]N[C@@H]([*:2])C(C)C,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CHEMBL570217,CHEMBL582808,[*:1]N[C@@H]([*:2])C(C)C>>[*:2]C1CCCN1[*:1],[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL570217,CHEMBL569966,[*:1]N[C@@H]([*:2])C(C)C>>[*:1]N[C@@H]([*:2])CC,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL570217,CHEMBL584944,[*:1]N[C@@H]([*:2])C(C)C>>[*:1]N[C@@H]([*:2])CCC,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL582808,CHEMBL569966,[*:1]C1CCCN1[*:2]>>[*:2]N[C@@H]([*:1])CC,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL582808,CHEMBL584944,[*:1]C1CCCN1[*:2]>>[*:2]N[C@@H]([*:1])CCC,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC4c5ccc(F)cc5,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL582808,CHEMBL570217,[*:1]C1CCCN1[*:2]>>[*:2]N[C@@H]([*:1])C(C)C,[*:1]c1ccc(F)cc1.[*:2]c1cc(-c2c(N)nn3cccnc23)ncn1
CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL569966,CHEMBL584944,[*:1]N[C@@H]([*:2])CC>>[*:1]N[C@@H]([*:2])CCC,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL569966,CHEMBL570217,[*:1]N[C@@H]([*:2])CC>>[*:1]N[C@@H]([*:2])C(C)C,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC(C)[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL584944,CHEMBL570217,[*:1]N[C@@H]([*:2])CCC>>[*:1]N[C@@H]([*:2])C(C)C,[*:2]c1ccc(F)cc1.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)O,C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)O,CHEMBL2325905,CHEMBL2325904,[*:1][C@@H](C)C([*:2])(C)C>>[*:1][C@H](C)C([*:2])(C)C,[*:2]O.[*:1]NC(=O)c1c[nH]c2ncc(C3CC3)nc12
Nc1nn2cccnc2c1c3cc(NCc4ccccc4)ncn3,CCN(Cc1ccccc1)c2cc(ncn2)c3c(N)nn4cccnc34,CHEMBL570890,CHEMBL584322,[*:1]Nc1cc([*:2])ncn1>>[*:2]c1cc(N([*:1])CC)ncn1,[*:1]Cc1ccccc1.[*:2]c1c(N)nn2cccnc12
C[C@H](Oc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cc4F,C[C@H](Oc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ccc(F)cn4,CHEMBL2381984,CHEMBL2381982,[*:1][C@H](C)c1ncc(F)cc1F>>[*:1][C@H](C)c1ccc(F)cn1,[*:1]Oc1nc(Nc2cc(C)[nH]n2)nc(N2CCOCC2)c1F
C[C@H](Oc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cc4F,C[C@H](Oc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cn4,CHEMBL2381984,CHEMBL2381980,[*:1][C@H](C)c1ncc(F)cc1F>>[*:1][C@H](C)c1ncc(F)cn1,[*:1]Oc1nc(Nc2cc(C)[nH]n2)nc(N2CCOCC2)c1F
C[C@H](Oc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ccc(F)cn4,C[C@H](Oc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cn4,CHEMBL2381982,CHEMBL2381980,[*:1][C@H](C)c1ccc(F)cn1>>[*:1][C@H](C)c1ncc(F)cn1,[*:1]Oc1nc(Nc2cc(C)[nH]n2)nc(N2CCOCC2)c1F
Cl.CC(C)(CN1CCOCC1)C(=O)c2ccc3ccccc3c2,Cl.CN(C)CCC(=O)c1ccc2ccccc2c1,CHEMBL541100,CHEMBL541346,[*:1]C([*:2])(C)CN1CCOCC1>>[*:1]CCN([*:2])C,[*:2]C.[*:1]C(=O)c1ccc2ccccc2c1
Cl.O=C(CCN1CCOCC1)c2ccc3ccccc3c2,Cl.CC(C)(CN1CCOCC1)C(=O)c2ccc3ccccc3c2,CHEMBL543939,CHEMBL541100,[*:1]CC[*:2]>>[*:1]CC([*:2])(C)C,[*:2]C(=O)c1ccc2ccccc2c1.[*:1]N1CCOCC1
Cl.O=C(CCN1CCOCC1)c2ccc3ccccc3c2,O=C(CCCN1CCOCC1)c2ccc3ccccc3c2,CHEMBL543939,CHEMBL154877,[*:1]CC[*:2]>>[*:1]CCC[*:2],[*:1]C(=O)c1ccc2ccccc2c1.[*:2]N1CCOCC1
Cl.CC(C)(CN1CCOCC1)C(=O)c2ccc3ccccc3c2,O=C(CCCN1CCOCC1)c2ccc3ccccc3c2,CHEMBL541100,CHEMBL154877,[*:1]CC([*:2])(C)C>>[*:1]CCC[*:2],[*:2]C(=O)c1ccc2ccccc2c1.[*:1]N1CCOCC1
C[C@@H](COCC(=O)NCc1ccccc1)[C@H]2CC[C@@H](C)[C@H](C2)N(C)c3ncnc4[nH]ccc34,CNC(=O)COC[C@H](C)[C@H]1CC[C@@H](C)[C@H](C1)N(C)c2ncnc3[nH]ccc23,CHEMBL1630786,CHEMBL1630785,[*:1]C(=O)NCc1ccccc1>>[*:1]C(=O)NC,[*:1]COC[C@H](C)[C@H]1CC[C@@H](C)[C@@H](N(C)c2ncnc3[nH]ccc32)C1
C[C@@H](COCC(=O)NCc1ccccc1)[C@H]2CC[C@@H](C)[C@H](C2)N(C)c3ncnc4[nH]ccc34,CCN(CC)C(=O)COC[C@H](C)[C@H]1CC[C@@H](C)[C@H](C1)N(C)c2ncnc3[nH]ccc23,CHEMBL1630786,CHEMBL1630784,[*:1]C(=O)NCc1ccccc1>>[*:1]C(=O)N(CC)CC,[*:1]COC[C@H](C)[C@H]1CC[C@@H](C)[C@@H](N(C)c2ncnc3[nH]ccc32)C1
CNC(=O)COC[C@H](C)[C@H]1CC[C@@H](C)[C@H](C1)N(C)c2ncnc3[nH]ccc23,CCN(CC)C(=O)COC[C@H](C)[C@H]1CC[C@@H](C)[C@H](C1)N(C)c2ncnc3[nH]ccc23,CHEMBL1630785,CHEMBL1630784,[*:1]C(=O)NC>>[*:1]C(=O)N(CC)CC,[*:1]COC[C@H](C)[C@H]1CC[C@@H](C)[C@@H](N(C)c2ncnc3[nH]ccc32)C1
COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,C[C@H](Nc1ncc(Cl)c(Nc2cc(C)n[nH]2)n1)c3ncc(F)cn3,CHEMBL1650723,CHEMBL1231124,[*:1]Nc1cc(OC)[nH]n1>>[*:1]Nc1cc(C)n[nH]1,[*:1]c1nc(N[C@@H](C)c2ncc(F)cn2)ncc1Cl
COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,C[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)N(C)C)n1)c3ncc(F)cn3,CHEMBL1650723,CHEMBL1650730,[*:1]Nc1cc(OC)[nH]n1>>[*:1]Nc1cc(N(C)C)[nH]n1,[*:1]c1nc(N[C@@H](C)c2ncc(F)cn2)ncc1Cl
COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,C[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ncc(F)cn4,CHEMBL1650723,CHEMBL1650724,[*:1]Nc1cc(OC)[nH]n1>>[*:1]Nc1cc(C2CC2)[nH]n1,[*:1]c1nc(N[C@@H](C)c2ncc(F)cn2)ncc1Cl
C[C@H](Nc1ncc(Cl)c(Nc2cc(C)n[nH]2)n1)c3ncc(F)cn3,C[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)N(C)C)n1)c3ncc(F)cn3,CHEMBL1231124,CHEMBL1650730,[*:1]Nc1cc(C)n[nH]1>>[*:1]Nc1cc(N(C)C)[nH]n1,[*:1]c1nc(N[C@@H](C)c2ncc(F)cn2)ncc1Cl
C[C@H](Nc1ncc(Cl)c(Nc2cc(C)n[nH]2)n1)c3ncc(F)cn3,C[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ncc(F)cn4,CHEMBL1231124,CHEMBL1650724,[*:1]Nc1cc(C)n[nH]1>>[*:1]Nc1cc(C2CC2)[nH]n1,[*:1]c1nc(N[C@@H](C)c2ncc(F)cn2)ncc1Cl
